title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
Compliance,English,Muskat Filmed Properties,United States of America,Drama,N/A,en,8.942203
Chasing Amy,English,Miramax Films,United States of America,Drama,independent film,en,20.601482999999998
Lovely & Amazing,English,N/A,United States of America,Drama,woman director,en,1.45917
Death Calls,N/A,N/A,N/A,N/A,N/A,en,0.005883
Better Luck Tomorrow,English,N/A,United States of America,Drama,N/A,en,3.877036
The Incredibly True Adventure of Two Girls In Love,English,N/A,United States of America,Drama,woman director,en,1.70819
Chuck & Buck,English,N/A,United States of America,Drama,independent film,en,0.812855
American Desi,English,N/A,United States of America,Drama,college,en,0.126304
Amidst the Devil's Wings,English,Daniel Columbie Films & Productions,United States of America,Drama,N/A,en,0.018087
Cube,English,Téléfilm Canada,Canada,Thriller,murder,en,44.656151
Love and Other Catastrophes,English,N/A,Australia,Comedy,woman director,it,0.619348
I Married a Strange Person!,English,Bill Plympton Studios,United States of America,Drama,N/A,en,0.293649
November,English,IFC Productions,United States of America,Drama,independent film,en,5.7423589999999995
Like Crazy,English,Paramount Vantage,United States of America,Drama,parents,en,21.825564
Teeth and Blood,English,N/A,N/A,Horror,N/A,en,0.055325
Sugar Town,English,Channel Four Films,United States of America,Comedy,woman director,en,0.375423
The Motel,English,N/A,United States of America,Drama,N/A,en,0.120505
The Canyons,English,Filmworks/FX,United States of America,Drama,sex,en,6.978907
On the Outs,English,Youth House Productions,United States of America,Drama,woman director,en,0.49322299999999997
Shotgun Stories,English,Muskat Filmed Properties,United States of America,Drama,brother brother relationship,en,5.251143
Exam,English,Bedlam Productions,United Kingdom,Thriller,gun,en,20.265518
The Sticky Fingers of Time,N/A,N/A,N/A,Drama,woman director,en,0.130169
Sunday School Musical,N/A,The Asylum,United States of America,Music,woman director,en,0.46048999999999995
Rust,N/A,N/A,N/A,Drama,N/A,en,0.399491
Ink,English,Double Edge Films,United States of America,Action,supernatural,en,5.217002
The Christmas Bunny,English,Honey Creek Pictures,United States of America,Drama,N/A,en,0.065103
Butterfly,English,Par-Par Productions,United States of America,Drama,nudity,en,1.063615
UnDivided,N/A,N/A,N/A,N/A,N/A,en,0.010607
The Frozen,N/A,N/A,N/A,Thriller,accident,en,1.084387
Horse Camp,English,Be Your Own Hollywood,United States of America,Drama,horse,en,0.172299
Give Me Shelter,English,N/A,United States of America,Documentary,helping animals,en,0.278981
The Big Parade,N/A,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,world war i,en,0.785744
Little Big Top,English,Fly High Films,United States of America,Comedy,independent film,en,0.0921
Along the Roadside,English,Metakwon Filmworks,United States of America,Comedy,road movie,en,0.166655
Bronson,English,EM Media,United Kingdom,Drama,prison,en,18.450613
Western Religion,English,3rd Partner Productions,United States of America,Western,N/A,en,0.58954
Burn,English,Apostle Productions,United States of America,Documentary,woman director,en,0.126676
Urbania,N/A,N/A,N/A,Drama,N/A,en,0.06515499999999999
The Stewardesses,N/A,N/A,N/A,Comedy,female nudity,en,1.183892
"The Beast from 20,000 Fathoms",English,Jack Dietz Productions,United States of America,Adventure,monster,en,2.043661
Mad Max,English,Kennedy Miller Productions,Australia,Thriller,dystopia,en,33.142185
Swingers,English,Miramax Films,United States of America,Comedy,independent film,en,13.971673999999998
A Fistful of Dollars,Español,United Artists,Germany,Western,hostility,it,38.771062
She Done Him Wrong,English,Paramount Pictures,United States of America,Comedy,singer,en,0.6227520000000001
Short Cut to Nirvana: Kumbh Mela,N/A,N/A,N/A,N/A,N/A,en,0.004998
The Grace Card,English,GraceWorks Pictures,United States of America,Drama,death of a friend,en,0.616283
Middle of Nowhere,English,N/A,United States of America,Drama,woman director,en,2.836537
Three,English,X-Filme Creative Pool,Germany,Drama,sex,de,5.937602
The Business of Fancydancing,English,FallsApart Productions,United States of America,Drama,independent film,en,0.06104
Call + Response,N/A,N/A,N/A,Documentary,N/A,en,0.062089
Malevolence,English,N/A,United States of America,Thriller,serial killer,en,1.077321
Reality Show,N/A,Campbell Grobman Films,United States of America,N/A,wife husband relationship,en,0.47212299999999996
Super Hybrid,English,TADORA Filmproduktions,United States of America,Horror,N/A,en,4.009379
Baghead,English,Duplass Brothers Productions,United States of America,Drama,mumblecore,en,3.2993449999999998
American Beast,English,Gravitas Ventures,United States of America,Horror,terror,pt,0.018716
The Case of the Grinning Cat,Français,Les Films du Jeudi,France,Documentary,N/A,en,0.092562
Ordet,Dansk,Palladium Film,Denmark,Drama,independent film,da,3.225189
Good Dick,English,Good Dick,United States of America,Drama,woman director,en,1.948435
The Man from Earth,English,Falling Sky Entertainment,United States of America,Drama,survival,en,31.339015000000003
The Trials Of Darryl Hunt,English,N/A,United States of America,Documentary,woman director,en,0.15066
Samantha: An American Girl Holiday,English,N/A,N/A,Drama,N/A,en,4.980585
Yesterday Was a Lie,English,N/A,United States of America,Drama,independent film,en,0.145014
Theresa Is a Mother,English,Garden Thieves Pictures,United States of America,Drama,N/A,en,0.036532
H.,English,N/A,United States of America,Drama,woman director,en,1.045623
Archaeology of a Woman,English,N/A,United States of America,Drama,woman director,en,0.254659
Children of Heaven,فارسی,The Institute for the Intellectual Development of Children & Young Adults,Iran,Drama,brother sister relationship,fa,7.072118
Weekend,English,EM Media,United Kingdom,Drama,independent film,en,1.0412540000000001
She's Gotta Have It,English,40 Acres & A Mule Filmworks,United States of America,Comedy,independent film,en,6.722213000000001
Butterfly Girl,English,N/A,United States of America,Documentary,woman director,en,0.015189
The World Is Mine,Română,N/A,Romania,Drama,N/A,ro,0.32762199999999997
Another Earth,English,Artists Public Domain,United States of America,Drama,planet,en,25.402697
Sweet Sweetback's Baadasssss Song,English,Yeah,United States of America,Drama,los angeles,en,0.132878
Perfect Cowboy,English,N/A,N/A,Drama,N/A,en,0.050977999999999996
Tadpole,English,Miramax,United States of America,Drama,independent film,en,8.570328
Once,English,Summit Entertainment,Ireland,Drama,music,en,19.052179000000002
The Woman Chaser,English,N/A,United States of America,Drama,charles willeford,en,0.619979
The Horse Boy,English,N/A,N/A,Documentary,independent film,en,0.465404
When the Lights Went Out,English,Kintop Pictures,United Kingdom,Drama,father daughter relationship,en,2.805351
Heroes of Dirt,English,Blue Trail Entertainment,United States of America,Drama,bmx,en,0.076647
A Charlie Brown Christmas,English,Warner Bros. Home Video,United States of America,Comedy,christmas,en,8.701183
Antarctic Edge: 70° South,English,N/A,United States of America,Documentary,woman director,en,0.021391999999999998
Aroused,English,Cherry On Top,United States of America,Documentary,woman director,en,2.557258
Top Spin,English,N/A,United States of America,Documentary,woman director,en,0.523122
Roger & Me,English,Warner Bros.,United States of America,History,capitalism,en,3.284903
An American in Hollywood,English,N/A,United States of America,N/A,N/A,en,0.015697
Sound of My Voice,English,Skyscraper Films,United States of America,Drama,independent film,en,6.192383
The Blood of My Brother: A Story of Death in Iraq,N/A,N/A,N/A,N/A,N/A,en,0.005256
Your Sister's Sister,English,Ada Films,United States of America,Drama,woman director,en,12.833247
A Dog's Breakfast,N/A,Kibble Productions,Canada,Comedy,independent film,en,2.213889
The Married Woman,Français,Orsay Films,France,Drama,woman,fr,1.112792
The Birth of a Nation,English,Mandalay Pictures,United States of America,Drama,slavery,en,9.452808000000001
The Work and The Story,English,N/A,United States of America,Comedy,N/A,en,0.002388
Facing the Giants,English,Destination Films,United States of America,Drama,aftercreditsstinger,en,4.5636980000000005
The Gallows,English,New Line Cinema,United States of America,Thriller,high school,en,18.045782
Eraserhead,English,American Film Institute (AFI),United States of America,Drama,independent film,en,20.399577999999998
Hollywood Shuffle,English,N/A,N/A,Comedy,black people,en,2.353483
The Mighty,English,Miramax Films,United States of America,Drama,coming of age,en,5.497682
Penitentiary,English,N/A,N/A,Drama,prison,en,0.001117
The Lost Skeleton of Cadavra,English,Fragmighty,United States of America,Comedy,monster,en,1.680525
Dude Where's My Dog?,N/A,N/A,N/A,Family,N/A,en,0.28397
Cheap Thrills,English,New Artists Alliance,United States of America,Drama,suspense,en,10.826253
Indie Game: The Movie,English,BlinkWorks Media,Canada,Documentary,woman director,en,7.676677000000001
Straightheads,English,UK Film Council,United Kingdom,Thriller,murder,en,8.302951
Open Secret,English,Marathon Pictures,United States of America,Thriller,suspense,en,0.186401
Echo Dr.,English,30 Something Productions,United States of America,Drama,N/A,en,0.053755
The Night Visitor,English,Hemisphere Pictures,United States of America,Crime,revenge,en,0.074005
The Past Is a Grotesque Animal,English,Wrecking Crew,United States of America,Music,artist,en,0.394575
"Peace, Propaganda & the Promised Land",English,N/A,United States of America,Documentary,N/A,en,0.020168000000000002
Pi,English,Protozoa Pictures,United States of America,Drama,insanity,en,27.788066999999998
"I Love You, Don't Touch Me!",English,N/A,United States of America,Comedy,woman director,fr,0.020839
20 Dates,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,biography,en,0.408073
Queen Crab,English,Polonia Brothers Entertainment,United States of America,Science Fiction,monster,en,0.140989
Super Size Me,English,Kathbur Pictures,United States of America,Drama,experiment,en,10.400603
The FP,English,Drafthouse Films,United States of America,Comedy,N/A,en,0.838957
Happy Christmas,English,Lucky Coffee Productions,United States of America,Drama,family,en,7.052422
The Brain That Wouldn't Die,English,Rex Carlton Productions,United States of America,Science Fiction,independent film,en,2.407048
Tiger Orange,English,N/A,United States of America,Drama,gay,en,0.176377
Supporting Characters,English,N/A,N/A,Drama,relationship,en,0.620554
Absentia,English,Blue Dot Productions,United States of America,Thriller,pregnancy,en,6.328665
The Brothers McMullen,English,Fox Searchlight Pictures,United States of America,Drama,independent film,en,1.5789030000000002
The Dirties,English,XYZ Films,Canada,Drama,N/A,en,0.833937
Gabriela,Português,Metro-Goldwyn-Mayer (MGM),Brazil,Drama,N/A,pt,0.557602
Tiny Furniture,English,Tiny Ponies,United States of America,Drama,woman director,en,2.380332
Hayride,English,N/A,United States of America,Thriller,slasher,en,0.412342
The Naked Ape,N/A,N/A,N/A,Drama,N/A,en,0.077577
Counting,English,N/A,United States of America,Documentary,N/A,en,0.293587
The Call of Cthulhu,English,HPLHS,United Kingdom,Thriller,obsession,en,1.777148
Bending Steel,English,N/A,N/A,Documentary,N/A,en,0.048726
The Signal,English,Automatik Entertainment,United States of America,Thriller,independent film,en,27.662696
The Image Revolution,English,Respect Films,United States of America,Documentary,biography,en,0.54562
This Is Martin Bonner,English,N/A,United States of America,Drama,N/A,en,0.76368
A True Story,N/A,Team Awesome Films,N/A,Comedy,N/A,en,0.9703510000000001
George Washington,English,N/A,United States of America,Drama,independent film,en,2.058834
Smiling Fish & Goat On Fire,English,N/A,United States of America,Comedy,N/A,en,0.00734
Dawn of the Crescent Moon,English,N/A,N/A,Drama,N/A,en,0.049469
Raymond Did It,English,N/A,N/A,Horror,murder,en,0.160779
The Last Waltz,English,FM Productions,United States of America,Music,music,en,3.2772870000000003
"Run, Hide, Die",English,Little Big Film Company,United States of America,Thriller,murder,en,0.595809
The Exploding Girl,English,N/A,N/A,Drama,independent film,en,0.611081
The Legend of God's Gun,N/A,N/A,N/A,Action,N/A,en,0.003582
Mutual Appreciation,English,N/A,N/A,Drama,independent film,en,0.12306800000000001
Her Cry: La Llorona Investigation,N/A,N/A,N/A,Horror,N/A,en,0.056459
Down Terrace,English,N/A,United Kingdom,Drama,murder,en,1.330379
Clerks,English,Miramax Films,United States of America,Comedy,aftercreditsstinger,en,19.748658
Pink Narcissus,English,Strand Releasing,United States of America,Drama,dream,en,0.027811000000000002
Funny Ha Ha,English,N/A,United States of America,Drama,mumblecore,en,0.362633
In the Company of Men,English,Alliance Atlantis Communications,United States of America,Drama,independent film,en,2.634007
Manito,English,N/A,United States of America,Drama,N/A,en,0.039264
Rampage,English,Brightlight Pictures,Germany,Drama,massacre,en,7.101197
Slacker,English,N/A,United States of America,Comedy,independent film,en,3.320622
Dutch Kills,N/A,N/A,N/A,Drama,N/A,en,0.038143
Dry Spell,English,N/A,United States of America,Comedy,divorce,en,0.048948
Flywheel,English,N/A,United States of America,Drama,father son relationship,en,1.048524
Backmask,English,GO Productions,United States of America,Thriller,possession,en,3.619167
The Puffy Chair,N/A,N/A,N/A,Drama,mumblecore,en,1.243955
Stories of Our Lives,English,N/A,Kenya,Drama,N/A,en,0.32779400000000003
Breaking Upwards,English,N/A,United States of America,Comedy,independent film,en,0.67457
All Superheroes Must Die,English,Grindfest,N/A,Thriller,superhero,en,3.5459910000000003
